image,labels,n_objects,contains_top,split
PPmjxvHFYNn0cBU5KDg-rA,"['regulatory--no-left-turn--g1', 'other-sign', 'other-sign', 'regulatory--one-way-right--g2', 'warning--texts--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--do-not-block-intersection--g1', 'other-sign', 'regulatory--no-left-turn--g1', 'regulatory--no-entry--g1', 'other-sign', 'other-sign']",16,['regulatory--no-entry--g1'],train
PQfGJx1znx9Xd86u2TySHA,"['regulatory--no-left-turn--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign']",4,['regulatory--no-entry--g1'],train
PRtYRWsyPtb3S8sOyOCsQQ,"['regulatory--yield--g1', 'regulatory--turn-left-ahead--g1', 'regulatory--roundabout--g1', 'other-sign', 'other-sign', 'other-sign']",6,['regulatory--yield--g1'],val
PS1kEEnwwCgsCOdfSSk1wA,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'warning--pass-left-or-right--g2', 'other-sign']",8,['regulatory--yield--g1'],train
PSPoh5759qt3SR1uxmPf9A,"['complementary--chevron-left--g1', 'other-sign']",2,['complementary--chevron-left--g1'],test
PTW92vD51NQeIkAkeBpRGQ,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'warning--hairpin-curve-left--g1']",3,['complementary--chevron-left--g1'],train
PUXfrBlnL8Q11SJ6JnOeRA,"['regulatory--yield--g1', 'regulatory--turn-right--g1', 'other-sign', 'other-sign']",4,['regulatory--yield--g1'],train
PU_Qa57adLm7MmWZMArGEQ,['regulatory--no-entry--g1'],1,['regulatory--no-entry--g1'],val
PVB1mEeVEU0n3lmKL-xu0g,"['information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'information--emergency-facility--g2']",6,['information--pedestrians-crossing--g1'],train
PVWYBOJOlZKKy0Yy3K0HIQ,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-left--g3', 'other-sign']",7,['regulatory--yield--g1'],train
PW0ZNOyd17rrTLsmhFJC2w,['regulatory--yield--g1'],1,['regulatory--yield--g1'],train
PWgFsRF-DMFL6xYpBkHtEA,"['regulatory--keep-right--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'regulatory--keep-right--g1', 'other-sign']",5,['information--pedestrians-crossing--g1'],train
PX6qUTpHvx_H4R5lB10D6A,"['regulatory--yield--g1', 'regulatory--priority-road--g4', 'regulatory--end-of-speed-limit-zone--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,['regulatory--yield--g1'],train
PX9ofm-qXqf-PDyHoqLNgA,"['regulatory--go-straight--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--one-way-straight--g1', 'regulatory--one-way-straight--g1', 'regulatory--one-way-straight--g1', 'regulatory--one-way-straight--g1', 'regulatory--no-vehicles-carrying-dangerous-goods--g1', 'other-sign', 'regulatory--turn-right-ahead--g1', 'regulatory--yield--g1', 'regulatory--turn-right-ahead--g1', 'other-sign']",25,['regulatory--yield--g1'],test
PXFOk08ISsF0vFVo6TyMWA,"['regulatory--keep-right--g1', 'regulatory--shared-path-pedestrians-and-bicycles--g1', 'regulatory--maximum-speed-limit-50--g1', 'information--pedestrians-crossing--g1', 'regulatory--no-heavy-goods-vehicles--g2', 'warning--children--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",21,['information--pedestrians-crossing--g1'],val
PXPPbNdhTepXkJ2Th7l4qA,"['complementary--chevron-left--g1', 'other-sign', 'regulatory--no-parking--g1']",3,['complementary--chevron-left--g1'],train
P_M5hyo1bYP0iHkRtWatfQ,"['other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--pass-on-either-side--g1', 'other-sign']",8,['regulatory--yield--g1'],train
P_w5IJSkLxEwF91e4HkB3Q,"['other-sign', 'other-sign', 'regulatory--one-way-right--g1', 'regulatory--no-entry--g1', 'regulatory--no-left-turn--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",10,['regulatory--no-entry--g1'],train
Pa4yU2YXOrMcDe_PlH8BmQ,"['regulatory--priority-road--g4', 'regulatory--priority-road--g4', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1']",7,"['regulatory--no-entry--g1', 'information--pedestrians-crossing--g1']",val
PavNilIbM4khH1BmeaAuHw,"['other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'regulatory--priority-road--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",12,['regulatory--yield--g1'],train
PbJohS9nbP1O2qQo2dSjLw,"['warning--curve-right--g2', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--chevron-right--g1']",6,['complementary--chevron-right--g1'],val
PbiMXbv-eq3OwqRBg8ZocA,"['information--lodging--g1', 'other-sign', 'other-sign', 'regulatory--no-entry--g1']",4,['regulatory--no-entry--g1'],test
PcfXHReJxw9LZUgXjv23-g,"['regulatory--no-right-turn--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",5,['regulatory--yield--g1'],train
Pd6GAfxqZQ-tPNdltEPXPQ,"['other-sign', 'regulatory--priority-road--g4', 'regulatory--no-heavy-goods-vehicles--g1', 'information--pedestrians-crossing--g1', 'regulatory--keep-right--g1', 'complementary--extent-of-prohibition-area-both-direction--g1']",6,['information--pedestrians-crossing--g1'],train
PfvNSPRlPkDm3FL3DoqaKg,"['complementary--chevron-left--g1', 'warning--trail-crossing--g2', 'other-sign', 'regulatory--keep-right--g4', 'regulatory--priority-road--g4', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",11,"['complementary--chevron-left--g1', 'regulatory--no-entry--g1']",train
PgvyltBo6xWcJpH-Skiauw,"['regulatory--yield--g1', 'regulatory--yield--g1', 'warning--trail-crossing--g2', 'warning--trail-crossing--g2', 'other-sign', 'other-sign', 'complementary--keep-right--g1']",7,['regulatory--yield--g1'],train
PhXMHpJulFpM4Ilbqyi8ag,"['regulatory--no-overtaking--g4', 'other-sign', 'other-sign', 'complementary--chevron-left--g1']",4,['complementary--chevron-left--g1'],val
PimnWjRov5lCwQFER8kk_Q,"['regulatory--keep-left--g1', 'regulatory--no-left-turn--g3', 'other-sign', 'regulatory--no-entry--g1', 'regulatory--no-entry--g1']",5,['regulatory--no-entry--g1'],train
Pjc-rQvJt_y5LtJ1wu3nYw,"['regulatory--yield--g1', 'regulatory--yield--g1', 'information--highway-exit--g1', 'other-sign', 'other-sign']",5,['regulatory--yield--g1'],test
Pk5vOa691rp0HE_DRnEz5A,"['warning--railroad-crossing-with-barriers--g1', 'regulatory--yield--g1', 'complementary--turn-right--g2', 'other-sign']",4,['regulatory--yield--g1'],train
PkhILmt5vFts4yQBPsY0Ew,"['complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",7,['complementary--chevron-left--g1'],test
Pkn732ohZ_K2Xzlc_31XTg,"['other-sign', 'information--pedestrians-crossing--g1', 'regulatory--no-parking--g2']",3,['information--pedestrians-crossing--g1'],train
PlpJ6STYjLFqWTVTomCSqQ,"['other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign']",5,['information--pedestrians-crossing--g1'],train
Pm6K8ZIb2T3AK9dtbd0J1Q,"['regulatory--no-right-turn--g1', 'warning--crossroads--g3', 'information--emergency-facility--g2', 'other-sign', 'warning--double-turn-first-right--g1', 'regulatory--no-entry--g1', 'information--parking--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'warning--t-roads--g2', 'regulatory--no-left-turn--g1', 'warning--divided-highway-ends--g2', 'regulatory--keep-right--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--buses-only--g1', 'regulatory--give-way-to-oncoming-traffic--g1', 'other-sign', 'other-sign', 'regulatory--pass-on-either-side--g1', 'warning--slippery-road-surface--g2', 'other-sign', 'regulatory--no-entry--g1', 'information--hospital--g1', 'other-sign', 'other-sign', 'warning--roundabout--g25', 'information--parking--g1', 'other-sign', 'other-sign', 'information--airport--g1', 'regulatory--go-straight-or-turn-left--g1', 'warning--road-bump--g2', 'regulatory--no-left-turn--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-u-turn--g1', 'other-sign', 'other-sign', 'regulatory--priority-over-oncoming-vehicles--g1', 'regulatory--stop-signals--g1', 'other-sign', 'regulatory--keep-right--g1', 'other-sign', 'warning--other-danger--g3', 'regulatory--priority-over-oncoming-vehicles--g1', 'information--airport--g1', 'warning--divided-highway-ends--g2', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-right-turn--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-heavy-goods-vehicles--g2', 'other-sign', 'other-sign', 'other-sign', 'warning--t-roads--g2']",73,['regulatory--no-entry--g1'],train
PmM5jsQOBc6fSCG4QOYvPA,"['other-sign', 'regulatory--priority-road--g4', 'other-sign', 'information--parking--g5', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign']",9,['information--pedestrians-crossing--g1'],train
Pma0-B1fVL2QArMvQmuF_w,"['information--hospital--g1', 'regulatory--maximum-speed-limit-45--g3', 'complementary--go-left--g1', 'regulatory--keep-right--g4', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign']",11,['regulatory--no-entry--g1'],train
PmqA0wBlBjoNIhV2LrnBUQ,"['warning--road-bump--g2', 'regulatory--maximum-speed-limit-30--g1', 'regulatory--no-entry--g1', 'warning--road-bump--g2']",4,['regulatory--no-entry--g1'],train
Po2NAWWKSJXlQdTI6zShqw,"['regulatory--maximum-speed-limit-40--g1', 'information--pedestrians-crossing--g1', 'information--pedestrians-crossing--g1', 'warning--children--g1', 'other-sign']",5,['information--pedestrians-crossing--g1'],train
PovlHn5dmFOsQX95f5krGA,"['other-sign', 'warning--pedestrians-crossing--g4', 'warning--pedestrians-crossing--g4', 'other-sign', 'complementary--keep-left--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--maximum-speed-limit-25--g2']",15,['regulatory--no-entry--g1'],train
PozyGcANmb8GTGxbar8vkg,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--distance--g2', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'regulatory--roundabout--g1', 'regulatory--yield--g1', 'regulatory--yield--g1', 'regulatory--yield--g1', 'regulatory--keep-right--g1', 'other-sign', 'other-sign']",17,['regulatory--yield--g1'],train
PpNazmjE_x98JaM5dMW81w,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign']",18,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",train
PrKsuR1T0K0qxRt5lDUN9Q,"['other-sign', 'other-sign', 'other-sign', 'regulatory--no-heavy-goods-vehicles--g1', 'complementary--extent-of-prohibition-area-both-direction--g1', 'information--pedestrians-crossing--g1', 'regulatory--no-stopping--g15', 'other-sign', 'regulatory--yield--g1', 'information--pedestrians-crossing--g1']",10,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
PrV5zJQoKNKqtOwzG2_i0g,"['regulatory--maximum-speed-limit-40--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'regulatory--roundabout--g1', 'regulatory--turn-right--g1', 'warning--roundabout--g1', 'other-sign', 'complementary--chevron-left--g1']",17,"['complementary--chevron-left--g1', 'regulatory--yield--g1', 'complementary--chevron-right--g1']",test
Ps35LoAsAIgd4xYtZTUaLA,"['other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'complementary--chevron-right--g1', 'other-sign']",10,['complementary--chevron-right--g1'],val
PuEVOk3pDcOdacyY40cSPQ,"['regulatory--bicycles-only--g1', 'other-sign', 'regulatory--bicycles-only--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign']",6,['regulatory--yield--g1'],train
PuaZcKP5w6FGO7JkpEo9Og,"['regulatory--yield--g1', 'other-sign', 'other-sign']",3,['regulatory--yield--g1'],val
PumdpAGruptDn7AL339YfA,"['warning--pedestrians-crossing--g4', 'other-sign', 'regulatory--yield--g1', 'regulatory--one-way-left--g3', 'warning--pedestrians-crossing--g4', 'other-sign', 'complementary--keep-left--g1', 'regulatory--one-way-right--g3', 'other-sign']",9,['regulatory--yield--g1'],test
Pv7f-Zrxav5aJzjSLiE9-A,"['complementary--chevron-right--g1', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'complementary--chevron-right--g1', 'other-sign', 'warning--slippery-road-surface--g2', 'regulatory--priority-road--g4', 'complementary--chevron-left--g1', 'other-sign', 'other-sign', 'complementary--chevron-left--g1', 'other-sign']",18,"['complementary--chevron-left--g1', 'regulatory--no-entry--g1', 'complementary--chevron-right--g1']",train
PvmUA-7ovb-dQrKhJrK1RQ,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'information--pedestrians-crossing--g1']",10,"['regulatory--yield--g1', 'information--pedestrians-crossing--g1']",train
PxoM-6VJLGfZr5PTk7M7-Q,"['regulatory--maximum-speed-limit-50--g1', 'regulatory--maximum-speed-limit-90--g1', 'regulatory--maximum-speed-limit-80--g1', 'regulatory--maximum-speed-limit-60--g1', 'regulatory--maximum-speed-limit-70--g1', 'other-sign', 'regulatory--no-entry--g1']",7,['regulatory--no-entry--g1'],val
Py1aTnMH53ApB3kfiCh_HQ,"['other-sign', 'information--pedestrians-crossing--g1', 'other-sign', 'other-sign', 'other-sign']",5,['information--pedestrians-crossing--g1'],train
PzSFOvWgtY-AGg8joJExCg,"['other-sign', 'regulatory--stop--g1', 'other-sign', 'regulatory--keep-right--g4', 'regulatory--no-entry--g1', 'other-sign']",6,['regulatory--no-entry--g1'],train
PzY07Q4b_gqbu7KLpiNPhg,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],train
Q0AVhok1KktYWtKCSGJuYQ,"['regulatory--end-of-speed-limit-zone--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1']",5,['regulatory--yield--g1'],test
Q3f4_ZkjzvQPLLpxuU-onw,"['other-sign', 'other-sign', 'regulatory--keep-right--g4', 'other-sign', 'regulatory--yield--g1', 'regulatory--turn-right--g3', 'regulatory--go-straight-or-turn-left--g2', 'other-sign', 'complementary--maximum-speed-limit-25--g1']",9,['regulatory--yield--g1'],train
Q5UI6Ca8PKyWMcumnNWzCQ,"['warning--slippery-road-surface--g1', 'warning--slippery-road-surface--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],train
Q67wKwngdsJIi0mjFvjbGQ,"['regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--go-right--g1', 'other-sign']",17,['regulatory--no-entry--g1'],train
Q8GO5XB041eO2BtgwFfjrw,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-stopping--g5', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",12,['regulatory--yield--g1'],test
Q8uIq879E97DVxrQ5Wi-_A,['regulatory--no-entry--g1'],1,['regulatory--no-entry--g1'],train
Q9HkJSJX0DS_QlOXbbXvxg,"['warning--horizontal-alignment-left--g1', 'complementary--maximum-speed-limit-20--g1', 'complementary--chevron-left--g1', 'other-sign', 'complementary--chevron-left--g1', 'complementary--chevron-left--g1']",6,['complementary--chevron-left--g1'],train
Q9YseOhZe268k4BApwBwug,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",5,['regulatory--yield--g1'],train
Q9m4-wOGs0Dh6YECyMOY3A,"['regulatory--priority-road--g4', 'regulatory--yield--g1', 'regulatory--no-turn-on-red--g3', 'regulatory--end-of-priority-road--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign']",8,['regulatory--yield--g1'],val
Q9wkmUjJiFsi2KJw8xmf7g,"['regulatory--keep-right--g1', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'other-sign', 'other-sign', 'regulatory--dual-path-bicycles-and-pedestrians--g1', 'other-sign']",10,['regulatory--yield--g1'],train
QA0QTAhHgDB1EOyizb-sPA,"['regulatory--yield--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",7,['regulatory--yield--g1'],val
QCaINvP5Q_n7D3AoMsCvjg,"['regulatory--maximum-speed-limit-40--g1', 'warning--uneven-road--g6', 'information--pedestrians-crossing--g1']",3,['information--pedestrians-crossing--g1'],train
QD59pSgakGJW971DAyczYQ,"['information--pedestrians-crossing--g1', 'regulatory--no-stopping--g15', 'complementary--tow-away-zone--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'other-sign']",8,['information--pedestrians-crossing--g1'],test
QEId8AvW_2wSP6SfftL2ew,"['information--bike-route--g1', 'other-sign', 'regulatory--no-entry--g1', 'other-sign', 'other-sign']",5,['regulatory--no-entry--g1'],test
QEJXmkh4ce7zj6d27OuI8g,"['other-sign', 'regulatory--no-parking--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'complementary--extent-of-prohibition-area-both-direction--g1', 'other-sign', 'other-sign', 'regulatory--yield--g1', 'regulatory--no-entry--g1', 'warning--junction-with-a-side-road-perpendicular-right--g1', 'regulatory--no-parking--g1', 'other-sign', 'other-sign', 'other-sign', 'other-sign', 'regulatory--no-entry--g1']",18,"['regulatory--yield--g1', 'regulatory--no-entry--g1']",test
